id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,business_hours,attributes,price
ERcIQhpmp_6tlHEtSMi22g,feast-and-fallow-vancouver,Feast & Fallow,https://s3-media2.fl.yelpcdn.com/bphoto/p1R8CkFk9LtIGuPyzAwYzQ/o.jpg,False,https://www.yelp.com/biz/feast-and-fallow-vancouver?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,14,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.2,"{'latitude': 49.233715, 'longitude': -123.112521}",[],"{'address1': '305 W 41st Avenue', 'address2': '', 'address3': None, 'city': 'Vancouver', 'zip_code': 'V5Y 2S5', 'country': 'CA', 'state': 'BC', 'display_address': ['305 W 41st Avenue', 'Vancouver, BC V5Y 2S5', 'Canada']}",+16047233433,+1 604-723-3433,3299.220213521859,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",
LqzeN5HH6K1KXI6PsKdN4g,chi-vegan-vancouver,Chi Vegan,https://s3-media1.fl.yelpcdn.com/bphoto/PzhWWXW3pnzlH6gj88784w/o.jpg,False,https://www.yelp.com/biz/chi-vegan-vancouver?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,229,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",3.9,"{'latitude': 49.2681947, 'longitude': -123.1487738}",[],"{'address1': '1935 W 4th Avenue', 'address2': '', 'address3': None, 'city': 'Vancouver', 'zip_code': 'V6J 1M7', 'country': 'CA', 'state': 'BC', 'display_address': ['1935 W 4th Avenue', 'Vancouver, BC V6J 1M7', 'Canada']}",+16043363010,+1 604-336-3010,2434.0969535248296,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': 'https://www.chiplantbased.com/menu', 'open24_hours': None, 'waitlist_reservation': None}",$$
ia3HJN1z_V-GphjDBLc_jA,workshop-vegetarian-cafe-north-vancouver,Workshop Vegetarian Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/R1aHkH5cK_IoXFG2TGIWCg/o.jpg,False,https://www.yelp.com/biz/workshop-vegetarian-cafe-north-vancouver?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,93,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.7,"{'latitude': 49.3201067, 'longitude': -123.107581}",[],"{'address1': '296 Pemberton Avenue', 'address2': '', 'address3': None, 'city': 'North Vancouver', 'zip_code': 'V7P 2R5', 'country': 'CA', 'state': 'BC', 'display_address': ['296 Pemberton Avenue', 'North Vancouver, BC V7P 2R5', 'Canada']}",+16049730163,+1 604-973-0163,6350.078741750919,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1500', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': 'https://plantbasedworkshop.com/pages/menu', 'open24_hours': None, 'waitlist_reservation': None}",$$
STTsnEapJPt4ZR1sQ3hNig,level-v-bakery-vancouver-2,Level V Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/ITlYxaF7orrE0GhHY_p4_g/o.jpg,False,https://www.yelp.com/biz/level-v-bakery-vancouver-2?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,37,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,"{'latitude': 49.2639097, 'longitude': -123.100087946936}",[],"{'address1': '39 Kingsway', 'address2': None, 'address3': None, 'city': 'Vancouver', 'zip_code': 'V5T 3H7', 'country': 'CA', 'state': 'BC', 'display_address': ['39 Kingsway', 'Vancouver, BC V5T 3H7', 'Canada']}",+16045583232,+1 604-558-3232,1173.152370076376,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': 'http://www.levelvbakery.com', 'open24_hours': None, 'waitlist_reservation': None}",
rJbPq2B7xVaJW3myVANfRw,craffles-vancouver,Craffles,https://s3-media2.fl.yelpcdn.com/bphoto/ytOAHRsFHrTILDwH3Soo9g/o.jpg,False,https://www.yelp.com/biz/craffles-vancouver?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,62,"[{'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'acaibowls', 'title': 'Acai Bowls'}, {'alias': 'creperies', 'title': 'Creperies'}]",4.2,"{'latitude': 49.27596077867032, 'longitude': -123.12470816072846}",[],"{'address1': '518 Davie Street', 'address2': '', 'address3': None, 'city': 'Vancouver', 'zip_code': 'V6B 2G4', 'country': 'CA', 'state': 'BC', 'display_address': ['518 Davie Street', 'Vancouver, BC V6B 2G4', 'Canada']}",+16044233122,+1 604-423-3122,1538.6818432137613,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': 'https://www.craffles.ca/menu', 'open24_hours': None, 'waitlist_reservation': None}",$$
ApgcZXE-pFcqGk5JIwHu2w,luckys-doughnuts-vancouver-6,Lucky's Doughnuts,https://s3-media3.fl.yelpcdn.com/bphoto/pNccABEYz4VyAB7DBg11aA/o.jpg,False,https://www.yelp.com/biz/luckys-doughnuts-vancouver-6?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,16,"[{'alias': 'donuts', 'title': 'Donuts'}]",4.6,"{'latitude': 49.2859144, 'longitude': -123.1231102}",[],"{'address1': '689 Thurlow St', 'address2': '', 'address3': None, 'city': 'Vancouver', 'zip_code': 'V6E 4S4', 'country': 'CA', 'state': 'BC', 'display_address': ['689 Thurlow St', 'Vancouver, BC V6E 4S4', 'Canada']}",+16046204905,+1 604-620-4905,2586.9260858943508,[],"{'business_temp_closed': None, 'menu_url': None, 'waitlist_reservation': None}",
KaSueQd0SfK0DTVVtOolvQ,la-bakeria-bakeshop-vancouver,La Bakeria Bakeshop,https://s3-media3.fl.yelpcdn.com/bphoto/e09Uq06UxTZ4DGSSfwtu_g/o.jpg,False,https://www.yelp.com/biz/la-bakeria-bakeshop-vancouver?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,1,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,"{'latitude': 49.26965, 'longitude': -123.0957}",[],"{'address1': '417 Industrial Avenue', 'address2': None, 'address3': '', 'city': 'Vancouver', 'zip_code': 'V6A 2P3', 'country': 'CA', 'state': 'BC', 'display_address': ['417 Industrial Avenue', 'Vancouver, BC V6A 2P3', 'Canada']}",,,1660.4181542510614,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': 1767513600, 'menu_url': 'http://www.labakeria.co/order-here', 'open24_hours': None, 'waitlist_reservation': None}",
bb2yORNNEc22UH17ei7ntw,virtuous-pie-vancouver,Virtuous Pie,https://s3-media3.fl.yelpcdn.com/bphoto/CRzF2BsbE5bgo0DTp9qQCA/o.jpg,False,https://www.yelp.com/biz/virtuous-pie-vancouver?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,318,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.2,"{'latitude': 49.279716, 'longitude': -123.0999343}",[],"{'address1': '583 Main Street', 'address2': None, 'address3': '', 'city': 'Vancouver', 'zip_code': 'V6A 2V1', 'country': 'CA', 'state': 'BC', 'display_address': ['583 Main Street', 'Vancouver, BC V6A 2V1', 'Canada']}",+16046200060,+1 604-620-0060,2176.8848723868546,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': 'https://virtuouspie.com/locations/canada/chinatown/?menu=open&active=yes', 'open24_hours': None, 'waitlist_reservation': None}",$$
nGJzmu7ptA3jsJosT1n6ig,brunch-vancouver,Brunch,https://s3-media2.fl.yelpcdn.com/bphoto/Y7doBPtNXgxjr8y6D4ttyw/o.jpg,False,https://www.yelp.com/biz/brunch-vancouver?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,66,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 49.2778182, 'longitude': -123.1254634}",[],"{'address1': '1147 Granville Street', 'address2': '', 'address3': None, 'city': 'Vancouver', 'zip_code': 'V6Z 1M1', 'country': 'CA', 'state': 'BC', 'display_address': ['1147 Granville Street', 'Vancouver, BC V6Z 1M1', 'Canada']}",+16044239132,+1 604-423-9132,1759.760364791713,"[{'open': [{'is_overnight': False, 'start': '0830', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '0830', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '0830', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '0830', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '0830', 'end': '1700', 'day': 4}, {'is_overnight': False, 'start': '0830', 'end': '1700', 'day': 5}, {'is_overnight': False, 'start': '0830', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",
wzdPbAjz6UmfN2KRxD0LBg,disco-cheetah-vancouver-5,Disco Cheetah,https://s3-media3.fl.yelpcdn.com/bphoto/Sow9R3LMAf1b1-qqKuAxLw/o.jpg,False,https://www.yelp.com/biz/disco-cheetah-vancouver-5?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,64,"[{'alias': 'korean', 'title': 'Korean'}]",4.2,"{'latitude': 49.2816419, 'longitude': -123.1328747}",[],"{'address1': '1183 Davie Street', 'address2': '', 'address3': None, 'city': 'Vancouver', 'zip_code': 'V6E 1N2', 'country': 'CA', 'state': 'BC', 'display_address': ['1183 Davie Street', 'Vancouver, BC V6E 1N2', 'Canada']}",+16044233574,+1 604-423-3574,2374.765995967228,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",$$
QmkGDL-8zexdKV3Xcn8ZYg,oeb-breakfast-co-yaletown-vancouver-3,OEB Breakfast Co. - Yaletown,https://s3-media3.fl.yelpcdn.com/bphoto/GS9uLA1t23F_FCT4yjMvzg/o.jpg,False,https://www.yelp.com/biz/oeb-breakfast-co-yaletown-vancouver-3?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,965,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'waffles', 'title': 'Waffles'}]",4.3,"{'latitude': 49.273438, 'longitude': -123.119289}",['restaurant_reservation'],"{'address1': '1137 Marinaside Crescent', 'address2': None, 'address3': '', 'city': 'Vancouver', 'zip_code': 'V6Z 2Y3', 'country': 'CA', 'state': 'BC', 'display_address': ['1137 Marinaside Crescent', 'Vancouver, BC V6Z 2Y3', 'Canada']}",+16044233447,+1 604-423-3447,1153.068003234908,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '1500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': 'https://eatoeb.com/menu/vancouver/', 'open24_hours': None, 'waitlist_reservation': True}",$$
_3TI4d58nH8xip1V1u---w,the-naam-vancouver-2,The Naam,https://s3-media3.fl.yelpcdn.com/bphoto/3sfAx1X392aXkXvyVa4dVg/o.jpg,False,https://www.yelp.com/biz/the-naam-vancouver-2?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,637,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.4,"{'latitude': 49.2683459, 'longitude': -123.1670621}",[],"{'address1': '2724 W 4th Avenue', 'address2': '', 'address3': '', 'city': 'Vancouver', 'zip_code': 'V6K 1R1', 'country': 'CA', 'state': 'BC', 'display_address': ['2724 W 4th Avenue', 'Vancouver, BC V6K 1R1', 'Canada']}",+16047387151,+1 604-738-7151,3731.46174697045,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0900', 'end': '0300', 'day': 4}, {'is_overnight': True, 'start': '0900', 'end': '0300', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': 'http://www.thenaam.com/menus', 'open24_hours': None, 'waitlist_reservation': None}",$$
IKWsLkiJLA4YwiIoxnaZaQ,nuba-in-gastown-vancouver-2,Nuba in Gastown,https://s3-media4.fl.yelpcdn.com/bphoto/_b1PlC9rinrLfTY27B15AA/o.jpg,False,https://www.yelp.com/biz/nuba-in-gastown-vancouver-2?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,820,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'lebanese', 'title': 'Lebanese'}]",4.0,"{'latitude': 49.2827625062516, 'longitude': -123.109646101134}",[],"{'address1': '207 W Hastings Street', 'address2': '', 'address3': '', 'city': 'Vancouver', 'zip_code': 'V6B 1K6', 'country': 'CA', 'state': 'BC', 'display_address': ['207 W Hastings Street', 'Vancouver, BC V6B 1K6', 'Canada']}",+16046881655,+1 604-688-1655,2218.541303422831,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': 'http://www.nuba.ca/menus/', 'open24_hours': None, 'waitlist_reservation': None}",$$$
OawI7zX44St4Pmg0Jq4Org,buddha-full-north-vancouver,Buddha-Full,https://s3-media3.fl.yelpcdn.com/bphoto/JxaiZsjppAAyqZAmJZCmDA/o.jpg,False,https://www.yelp.com/biz/buddha-full-north-vancouver?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,153,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}, {'alias': 'organic_stores', 'title': 'Organic Stores'}]",3.8,"{'latitude': 49.3121394, 'longitude': -123.0788623}",[],"{'address1': '106 W 1st Street', 'address2': 'Suite 101', 'address3': '', 'city': 'North Vancouver', 'zip_code': 'V7M 1A9', 'country': 'CA', 'state': 'BC', 'display_address': ['106 W 1st Street', 'Suite 101', 'North Vancouver, BC V7M 1A9', 'Canada']}",+16049730231,+1 604-973-0231,6056.506838465439,"[{'open': [{'is_overnight': False, 'start': '0930', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0930', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0930', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0930', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0930', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '0930', 'end': '1800', 'day': 5}, {'is_overnight': False, 'start': '0930', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': 'https://www.buddha-full.ca/menu', 'open24_hours': None, 'waitlist_reservation': None}",$$
4AwQC6EJCChfhKV6jTYhkw,burger-crush-vancouver,Burger Crush,https://s3-media2.fl.yelpcdn.com/bphoto/aU4EQYGHYlymOPsLhT8R8w/o.jpg,False,https://www.yelp.com/biz/burger-crush-vancouver?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,65,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.3,"{'latitude': 49.27977707759172, 'longitude': -123.12350184856516}",[],"{'address1': '755 Nelson Street', 'address2': '', 'address3': None, 'city': 'Vancouver', 'zip_code': 'V6Z 1V3', 'country': 'CA', 'state': 'BC', 'display_address': ['755 Nelson Street', 'Vancouver, BC V6Z 1V3', 'Canada']}",+16044165169,+1 604-416-5169,1909.036665408345,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': 'https://burgercrush.ca/menu-copy', 'open24_hours': None, 'waitlist_reservation': None}",$$
S4DFeNGphgug2E-dLfiLXg,kokomo-vancouver-2,Kokomo,https://s3-media3.fl.yelpcdn.com/bphoto/w9U5_kuJDIkADRh6DeGo5w/o.jpg,False,https://www.yelp.com/biz/kokomo-vancouver-2?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,32,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'acaibowls', 'title': 'Acai Bowls'}]",4.3,"{'latitude': 49.267889271995834, 'longitude': -123.1573825}",[],"{'address1': '2028 Vine Street', 'address2': '', 'address3': None, 'city': 'Vancouver', 'zip_code': 'V6K 3K1', 'country': 'CA', 'state': 'BC', 'display_address': ['2028 Vine Street', 'Vancouver, BC V6K 3K1', 'Canada']}",+16044285017,+1 604-428-5017,3030.0239490068457,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}",
wQ7r2WAw0gV-NzbIJKTblw,earls-kitchen-bar-vancouver-3,Earls Kitchen + Bar,https://s3-media1.fl.yelpcdn.com/bphoto/eGe1poV2AYqx87js4OovdA/o.jpg,False,https://www.yelp.com/biz/earls-kitchen-bar-vancouver-3?adjust_creative=EgfqPC4Fc9XkDq4gDsLP3Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=EgfqPC4Fc9XkDq4gDsLP3Q,240,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.8,"{'latitude': 49.285968141691775, 'longitude': -123.12656576441812}",[],"{'address1': '1185 Robson Street', 'address2': '', 'address3': '', 'city': 'Vancouver', 'zip_code': 'V6E 1B5', 'country': 'CA', 'state': 'BC', 'display_address': ['1185 Robson Street', 'Vancouver, BC V6E 1B5', 'Canada']}",+16046690020,+1 604-669-0020,2632.165839789388,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0000', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0000', 'end': '0100', 'day': 6}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': 'https://earls.ca/locations/robson/menu/', 'open24_hours': None, 'waitlist_reservation': None}",$$
